do_nms,iou_threshold,score_threshold,filter_too_big,correct,correct_box,incorrect,undetected
True,0.3,0.38,False,6,74,463,426
True,0.3,0.39,True,9,62,69,471
True,0.3,0.39,False,6,73,437,426
True,0.3,0.4,True,9,62,61,472
True,0.3,0.4,False,6,73,412,426
True,0.3,0.41,True,7,61,54,475
True,0.3,0.41,False,5,72,385,427
True,0.3,0.42,True,7,58,52,478
True,0.3,0.42,False,5,69,361,429
True,0.3,0.43,True,7,57,50,479
True,0.3,0.43,False,5,69,345,429
True,0.3,0.44,True,7,54,44,482
True,0.3,0.44,False,5,66,317,432
True,0.3,0.45,True,7,51,40,486
True,0.3,0.45,False,5,62,298,434
True,0.3,0.46,True,7,51,38,486
True,0.3,0.46,False,5,62,279,434
True,0.3,0.47,True,7,48,36,489
True,0.3,0.47,False,5,59,262,435
True,0.3,0.48,True,7,47,33,489
True,0.3,0.48,False,5,58,247,435
True,0.3,0.49,True,7,46,32,489
True,0.3,0.49,False,5,57,229,435
True,0.3,0.5,True,6,46,31,490
True,0.3,0.5,False,5,56,218,435
True,0.3,0.51,True,6,44,27,493
True,0.3,0.51,False,5,55,204,436
True,0.3,0.52,True,6,43,24,494
True,0.3,0.52,False,5,54,191,437
True,0.3,0.53,True,6,40,23,497
True,0.3,0.53,False,5,52,180,439
True,0.3,0.54,True,6,40,22,497
True,0.3,0.54,False,5,52,174,440
True,0.3,0.55,True,6,40,21,497
True,0.3,0.55,False,5,52,169,440
True,0.3,0.56,True,6,37,20,500
True,0.3,0.56,False,5,49,165,442
True,0.3,0.57,True,6,36,17,501
True,0.3,0.57,False,5,47,159,442
True,0.3,0.58,True,6,35,17,502
True,0.3,0.58,False,5,47,153,442
True,0.3,0.59,True,6,35,16,502
True,0.3,0.59,False,5,46,147,442
True,0.3,0.6,True,6,34,16,503
True,0.3,0.6,False,5,45,140,443
True,0.3,0.61,True,6,33,15,505
True,0.3,0.61,False,5,44,134,443
True,0.3,0.62,True,6,32,14,506
True,0.3,0.62,False,5,43,129,443
True,0.3,0.63,True,6,30,13,508
True,0.3,0.63,False,5,43,126,443
True,0.3,0.64,True,6,29,12,510
True,0.3,0.64,False,5,42,126,443
True,0.3,0.65,True,6,29,11,510
True,0.3,0.65,False,5,42,122,444
True,0.3,0.66,True,6,29,8,510
True,0.3,0.66,False,5,41,114,444
True,0.3,0.67,True,6,29,6,512
True,0.3,0.67,False,5,41,109,445
True,0.3,0.68,True,6,28,5,513
True,0.3,0.68,False,5,39,106,447
True,0.3,0.69,True,6,26,4,515
True,0.3,0.69,False,5,38,103,448
True,0.3,0.7,True,6,26,3,515
True,0.3,0.7,False,5,38,100,449
True,0.3,0.71,True,5,23,3,518
True,0.3,0.71,False,4,36,97,451
True,0.3,0.72,True,5,22,3,519
True,0.3,0.72,False,4,34,97,452
True,0.3,0.73,True,5,22,3,519
True,0.3,0.73,False,4,32,97,453
True,0.3,0.74,True,5,22,3,519
True,0.3,0.74,False,4,30,96,453
True,0.3,0.75,True,5,22,3,519
True,0.3,0.75,False,3,29,95,453
True,0.3,0.76,True,5,21,3,520
True,0.3,0.76,False,3,28,95,454
True,0.3,0.77,True,4,20,2,522
True,0.3,0.77,False,3,26,94,454
True,0.3,0.78,True,4,16,1,527
True,0.3,0.78,False,3,22,90,457
True,0.3,0.79,True,4,15,1,528
True,0.3,0.79,False,3,21,90,458
True,0.3,0.8,True,3,14,1,530
True,0.3,0.8,False,2,20,90,459
True,0.3,0.81,True,3,12,1,532
True,0.3,0.81,False,2,17,87,463
True,0.3,0.82,True,3,10,1,534
True,0.3,0.82,False,2,16,84,467
True,0.3,0.83,True,3,9,1,535
True,0.3,0.83,False,2,14,80,469
True,0.3,0.84,True,3,8,1,536
True,0.3,0.84,False,2,13,78,471
True,0.3,0.85,True,3,7,1,537
True,0.3,0.85,False,2,10,73,476
True,0.3,0.86,True,2,7,1,538
True,0.3,0.86,False,2,10,71,478
True,0.3,0.87,True,2,6,1,539
True,0.3,0.87,False,2,8,67,481
True,0.3,0.88,True,2,6,1,539
True,0.3,0.88,False,2,7,62,487
True,0.3,0.89,True,2,6,1,539
True,0.3,0.89,False,2,7,59,488
True,0.3,0.9,True,1,6,1,540
True,0.3,0.9,False,1,7,52,495
True,0.3,0.91,True,1,4,1,542
True,0.3,0.91,False,1,4,41,503
True,0.3,0.92,True,1,2,1,544
True,0.3,0.92,False,1,2,36,509
True,0.3,0.93,True,0,1,1,546
True,0.3,0.93,False,0,1,33,514
True,0.3,0.94,True,0,1,0,546
True,0.3,0.94,False,0,1,27,519
True,0.3,0.95,True,0,0,0,547
True,0.3,0.95,False,0,0,22,525
True,0.3,0.96,True,0,0,0,547
True,0.3,0.96,False,0,0,13,534
True,0.3,0.97,True,0,0,0,547
True,0.3,0.97,False,0,0,6,541
True,0.3,0.98,True,0,0,0,547
True,0.3,0.98,False,0,0,1,546
True,0.3,0.99,True,0,0,0,547
True,0.3,0.99,False,0,0,0,547
True,0.3,1.0,True,0,0,0,547
True,0.3,1.0,False,0,0,0,547
True,0.4,0.0,True,45,438,23358,68
True,0.4,0.0,False,41,452,33053,62
True,0.4,0.01,True,43,374,20430,131
True,0.4,0.01,False,39,385,28573,127
True,0.4,0.02,True,38,312,15707,193
True,0.4,0.02,False,34,323,22652,190
True,0.4,0.03,True,29,265,11749,245
True,0.4,0.03,False,25,277,17748,242
True,0.4,0.04,True,26,233,8816,277
True,0.4,0.04,False,22,246,14013,274
True,0.4,0.05,True,25,207,6695,302
True,0.4,0.05,False,21,221,11270,297
True,0.4,0.06,True,24,191,5157,316
True,0.4,0.06,False,20,209,9223,309
True,0.4,0.07,True,23,183,4027,326
True,0.4,0.07,False,19,201,7659,317
True,0.4,0.08,True,22,174,3224,334
True,0.4,0.08,False,18,191,6536,325
True,0.4,0.09,True,22,164,2583,344
True,0.4,0.09,False,18,180,5621,335
True,0.4,0.1,True,21,157,2062,355
True,0.4,0.1,False,17,172,4869,343
True,0.4,0.11,True,20,144,1656,371
True,0.4,0.11,False,16,158,4242,357
True,0.4,0.12,True,19,140,1372,376
True,0.4,0.12,False,15,153,3777,361
True,0.4,0.13,True,17,129,1167,389
True,0.4,0.13,False,13,142,3409,374
True,0.4,0.14,True,15,122,969,398
True,0.4,0.14,False,11,135,3054,382
True,0.4,0.15,True,13,116,829,406
True,0.4,0.15,False,10,132,2772,385
True,0.4,0.16,True,13,110,722,411
True,0.4,0.16,False,10,126,2547,389
True,0.4,0.17,True,12,106,608,415
True,0.4,0.17,False,9,122,2308,391
True,0.4,0.18,True,12,104,522,417
True,0.4,0.18,False,9,120,2120,393
True,0.4,0.19,True,12,102,445,418
True,0.4,0.19,False,9,119,1949,393
True,0.4,0.2,True,12,101,392,420
True,0.4,0.2,False,9,117,1807,394
True,0.4,0.21,True,12,99,348,424
True,0.4,0.21,False,9,115,1673,396
True,0.4,0.22,True,12,93,308,429
True,0.4,0.22,False,9,109,1541,401
True,0.4,0.23,True,12,85,275,438
True,0.4,0.23,False,9,101,1442,409
True,0.4,0.24,True,12,81,255,441
True,0.4,0.24,False,9,99,1350,411
True,0.4,0.25,True,12,80,225,445
True,0.4,0.25,False,9,99,1257,411
True,0.4,0.26,True,11,78,202,448
True,0.4,0.26,False,8,97,1183,412
True,0.4,0.27,True,11,78,183,448
True,0.4,0.27,False,8,96,1110,413
True,0.4,0.28,True,11,78,165,450
True,0.4,0.28,False,8,95,1038,414
True,0.4,0.29,True,11,77,156,451
True,0.4,0.29,False,8,92,986,414
True,0.4,0.3,True,11,76,147,453
True,0.4,0.3,False,8,90,939,415
True,0.4,0.31,True,11,74,132,455
True,0.4,0.31,False,8,88,883,416
True,0.4,0.32,True,10,72,121,458
True,0.4,0.32,False,7,86,845,419
True,0.4,0.33,True,10,69,108,463
True,0.4,0.33,False,7,83,788,421
True,0.4,0.34,True,10,69,101,463
True,0.4,0.34,False,7,83,733,421
True,0.4,0.35,True,9,68,94,466
True,0.4,0.35,False,6,80,690,423
True,0.4,0.36,True,9,66,92,468
True,0.4,0.36,False,6,78,649,425
True,0.4,0.37,True,9,65,84,468
True,0.4,0.37,False,6,77,596,425
True,0.4,0.38,True,9,62,78,471
True,0.4,0.38,False,6,74,561,426
True,0.4,0.39,True,9,62,73,471
True,0.4,0.39,False,6,73,525,426
True,0.4,0.4,True,9,62,65,472
True,0.4,0.4,False,6,73,488,426
True,0.4,0.41,True,7,61,58,475
True,0.4,0.41,False,5,72,459,427
True,0.4,0.42,True,7,58,56,478
True,0.4,0.42,False,5,69,428,429
True,0.4,0.43,True,7,57,54,479
True,0.4,0.43,False,5,69,409,429
True,0.4,0.44,True,7,54,48,482
True,0.4,0.44,False,5,66,377,432
True,0.4,0.45,True,7,51,44,486
True,0.4,0.45,False,5,62,353,434
True,0.4,0.46,True,7,51,41,486
True,0.4,0.46,False,5,62,329,434
True,0.4,0.47,True,7,48,39,489
True,0.4,0.47,False,5,59,308,435
True,0.4,0.48,True,7,47,36,489
True,0.4,0.48,False,5,58,290,435
True,0.4,0.49,True,7,46,35,489
True,0.4,0.49,False,5,57,270,435
True,0.4,0.5,True,6,46,34,490
True,0.4,0.5,False,5,56,253,435
True,0.4,0.51,True,6,44,29,493
True,0.4,0.51,False,5,55,234,436
True,0.4,0.52,True,6,43,26,494
True,0.4,0.52,False,5,54,214,437
True,0.4,0.53,True,6,40,25,497
True,0.4,0.53,False,5,52,201,439
True,0.4,0.54,True,6,40,24,497
True,0.4,0.54,False,5,52,188,440
True,0.4,0.55,True,6,40,23,497
True,0.4,0.55,False,5,52,181,440
True,0.4,0.56,True,6,37,22,500
True,0.4,0.56,False,5,49,173,442
True,0.4,0.57,True,6,36,19,501
True,0.4,0.57,False,5,47,165,442
True,0.4,0.58,True,6,35,19,502
True,0.4,0.58,False,5,47,158,442
True,0.4,0.59,True,6,35,17,502
True,0.4,0.59,False,5,46,151,442
True,0.4,0.6,True,6,34,16,503
True,0.4,0.6,False,5,45,145,443
True,0.4,0.61,True,6,33,15,505
True,0.4,0.61,False,5,44,140,443
True,0.4,0.62,True,6,32,14,506
True,0.4,0.62,False,5,43,135,443
True,0.4,0.63,True,6,30,13,508
True,0.4,0.63,False,5,43,132,443
True,0.4,0.64,True,6,29,12,510
True,0.4,0.64,False,5,42,128,443
True,0.4,0.65,True,6,29,11,510
True,0.4,0.65,False,5,42,125,444
True,0.4,0.66,True,6,29,8,510
True,0.4,0.66,False,5,41,118,444
True,0.4,0.67,True,6,29,6,512
True,0.4,0.67,False,5,41,112,445
True,0.4,0.68,True,6,28,5,513
True,0.4,0.68,False,5,39,108,447
True,0.4,0.69,True,6,26,4,515
True,0.4,0.69,False,5,38,105,448
True,0.4,0.7,True,6,26,3,515
True,0.4,0.7,False,5,38,101,449
True,0.4,0.71,True,5,23,3,518
True,0.4,0.71,False,4,36,98,451
True,0.4,0.72,True,5,22,3,519
True,0.4,0.72,False,4,34,98,452
True,0.4,0.73,True,5,22,3,519
True,0.4,0.73,False,4,32,98,453
True,0.4,0.74,True,5,22,3,519
True,0.4,0.74,False,4,30,97,453
True,0.4,0.75,True,5,22,3,519
True,0.4,0.75,False,3,29,96,453
True,0.4,0.76,True,5,21,3,520
True,0.4,0.76,False,3,28,96,454
True,0.4,0.77,True,4,20,2,522
True,0.4,0.77,False,3,26,94,454
True,0.4,0.78,True,4,16,1,527
True,0.4,0.78,False,3,22,90,457
True,0.4,0.79,True,4,15,1,528
True,0.4,0.79,False,3,21,90,458
True,0.4,0.8,True,3,14,1,530
True,0.4,0.8,False,2,20,90,459
True,0.4,0.81,True,3,12,1,532
True,0.4,0.81,False,2,17,87,463
True,0.4,0.82,True,3,10,1,534
True,0.4,0.82,False,2,16,84,467
True,0.4,0.83,True,3,9,1,535
True,0.4,0.83,False,2,14,80,469
True,0.4,0.84,True,3,8,1,536
True,0.4,0.84,False,2,13,78,471
True,0.4,0.85,True,3,7,1,537
True,0.4,0.85,False,2,10,73,476
True,0.4,0.86,True,2,7,1,538
True,0.4,0.86,False,2,10,71,478
True,0.4,0.87,True,2,6,1,539
True,0.4,0.87,False,2,8,67,481
True,0.4,0.88,True,2,6,1,539
True,0.4,0.88,False,2,7,62,487
True,0.4,0.89,True,2,6,1,539
True,0.4,0.89,False,2,7,59,488
True,0.4,0.9,True,1,6,1,540
True,0.4,0.9,False,1,7,52,495
True,0.4,0.91,True,1,4,1,542
True,0.4,0.91,False,1,4,41,503
True,0.4,0.92,True,1,2,1,544
True,0.4,0.92,False,1,2,36,509
True,0.4,0.93,True,0,1,1,546
True,0.4,0.93,False,0,1,33,514
True,0.4,0.94,True,0,1,0,546
True,0.4,0.94,False,0,1,27,519
True,0.4,0.95,True,0,0,0,547
True,0.4,0.95,False,0,0,22,525
True,0.4,0.96,True,0,0,0,547
True,0.4,0.96,False,0,0,13,534
True,0.4,0.97,True,0,0,0,547
True,0.4,0.97,False,0,0,6,541
True,0.4,0.98,True,0,0,0,547
True,0.4,0.98,False,0,0,1,546
True,0.4,0.99,True,0,0,0,547
True,0.4,0.99,False,0,0,0,547
True,0.4,1.0,True,0,0,0,547
True,0.4,1.0,False,0,0,0,547
True,0.5,0.0,True,49,489,24687,48
True,0.5,0.0,False,49,512,37162,44
True,0.5,0.01,True,46,404,21481,118
True,0.5,0.01,False,46,429,32100,112
True,0.5,0.02,True,40,332,16470,184
True,0.5,0.02,False,40,352,25677,182
True,0.5,0.03,True,31,279,12294,237
True,0.5,0.03,False,31,300,20342,234
True,0.5,0.04,True,28,245,9207,271
True,0.5,0.04,False,28,265,16271,268
True,0.5,0.05,True,26,219,6980,297
True,0.5,0.05,False,26,238,13254,292
True,0.5,0.06,True,25,201,5378,313
True,0.5,0.06,False,24,223,10961,306
True,0.5,0.07,True,24,191,4198,323
True,0.5,0.07,False,23,212,9230,315
True,0.5,0.08,True,23,182,3361,331
True,0.5,0.08,False,22,203,7948,323
True,0.5,0.09,True,23,171,2694,341
True,0.5,0.09,False,21,191,6901,333
True,0.5,0.1,True,22,164,2155,352
True,0.5,0.1,False,20,183,6018,341
True,0.5,0.11,True,21,150,1727,369
True,0.5,0.11,False,19,168,5309,355
True,0.5,0.12,True,20,146,1433,374
True,0.5,0.12,False,18,163,4768,359
True,0.5,0.13,True,18,134,1214,387
True,0.5,0.13,False,16,151,4318,372
True,0.5,0.14,True,16,127,1012,396
True,0.5,0.14,False,14,144,3911,380
True,0.5,0.15,True,14,121,868,404
True,0.5,0.15,False,12,140,3565,383
True,0.5,0.16,True,14,115,759,409
True,0.5,0.16,False,12,134,3290,387
True,0.5,0.17,True,13,111,644,413
True,0.5,0.17,False,11,130,2995,389
True,0.5,0.18,True,13,108,553,416
True,0.5,0.18,False,11,126,2763,392
True,0.5,0.19,True,13,106,473,417
True,0.5,0.19,False,11,125,2542,392
True,0.5,0.2,True,13,105,416,419
True,0.5,0.2,False,10,123,2363,393
True,0.5,0.21,True,13,103,370,423
True,0.5,0.21,False,10,121,2190,395
True,0.5,0.22,True,13,96,329,428
True,0.5,0.22,False,10,114,2017,400
True,0.5,0.23,True,13,86,295,437
True,0.5,0.23,False,10,104,1881,408
True,0.5,0.24,True,13,82,275,440
True,0.5,0.24,False,10,102,1766,410
True,0.5,0.25,True,13,81,242,444
True,0.5,0.25,False,10,102,1636,410
True,0.5,0.26,True,12,79,219,447
True,0.5,0.26,False,9,100,1538,411
True,0.5,0.27,True,12,79,199,447
True,0.5,0.27,False,9,99,1431,412
True,0.5,0.28,True,12,79,181,449
True,0.5,0.28,False,9,98,1339,413
True,0.5,0.29,True,12,78,171,450
True,0.5,0.29,False,9,95,1267,413
True,0.5,0.3,True,12,77,161,452
True,0.5,0.3,False,9,93,1196,414
True,0.5,0.31,True,12,75,145,454
True,0.5,0.31,False,9,91,1118,415
True,0.5,0.32,True,11,73,132,457
True,0.5,0.32,False,8,89,1053,418
True,0.5,0.33,True,11,70,118,462
True,0.5,0.33,False,8,86,982,420
True,0.5,0.34,True,11,70,109,462
True,0.5,0.34,False,8,86,920,420
True,0.5,0.35,True,10,69,101,465
True,0.5,0.35,False,7,83,856,422
True,0.5,0.36,True,10,67,99,467
True,0.5,0.36,False,7,81,801,424
True,0.5,0.37,True,10,66,91,467
True,0.5,0.37,False,7,80,732,424
True,0.5,0.38,True,10,63,85,470
True,0.5,0.38,False,7,77,684,425
True,0.5,0.39,True,10,63,80,470
True,0.5,0.39,False,7,76,634,425
True,0.5,0.4,True,10,63,70,471
True,0.5,0.4,False,7,76,587,425
True,0.5,0.41,True,8,62,62,474
True,0.5,0.41,False,6,75,553,426
True,0.5,0.42,True,8,59,59,477
True,0.5,0.42,False,6,72,509,428
True,0.5,0.43,True,8,58,57,478
True,0.5,0.43,False,6,72,485,428
True,0.5,0.44,True,8,54,50,481
True,0.5,0.44,False,6,68,441,431
True,0.5,0.45,True,8,51,46,485
True,0.5,0.45,False,6,64,409,433
True,0.5,0.46,True,8,51,43,485
True,0.5,0.46,False,6,64,383,433
True,0.5,0.47,True,8,48,41,488
True,0.5,0.47,False,6,61,356,434
True,0.5,0.48,True,8,47,38,488
True,0.5,0.48,False,6,60,333,434
True,0.5,0.49,True,8,46,37,488
True,0.5,0.49,False,6,59,309,434
True,0.5,0.5,True,7,46,36,489
True,0.5,0.5,False,6,58,289,434
True,0.5,0.51,True,7,44,31,492
True,0.5,0.51,False,6,56,267,435
True,0.5,0.52,True,7,43,28,493
True,0.5,0.52,False,6,55,242,436
True,0.5,0.53,True,7,40,27,496
True,0.5,0.53,False,6,52,231,438
True,0.5,0.54,True,7,40,26,496
True,0.5,0.54,False,6,52,213,439
True,0.5,0.55,True,7,40,25,496
True,0.5,0.55,False,6,52,206,439
True,0.5,0.56,True,7,37,24,499
True,0.5,0.56,False,6,49,197,441
True,0.5,0.57,True,6,36,21,501
True,0.5,0.57,False,5,47,187,442
True,0.5,0.58,True,6,35,21,502
True,0.5,0.58,False,5,47,178,442
True,0.5,0.59,True,6,35,19,502
True,0.5,0.59,False,5,46,170,442
True,0.5,0.6,True,6,34,18,503
True,0.5,0.6,False,5,45,161,443
True,0.5,0.61,True,6,33,17,505
True,0.5,0.61,False,5,44,151,443
True,0.5,0.62,True,6,32,16,506
True,0.5,0.62,False,5,43,146,443
True,0.5,0.63,True,6,30,15,508
True,0.5,0.63,False,5,43,143,443
True,0.5,0.64,True,6,29,14,510
True,0.5,0.64,False,5,42,137,443
True,0.5,0.65,True,6,29,13,510
True,0.5,0.65,False,5,42,132,444
True,0.5,0.66,True,6,29,10,510
True,0.5,0.66,False,5,41,122,444
True,0.5,0.67,True,6,29,8,512
True,0.5,0.67,False,5,41,115,445
True,0.5,0.68,True,6,28,7,513
True,0.5,0.68,False,5,39,111,447
True,0.5,0.69,True,6,26,6,515
True,0.5,0.69,False,5,38,108,448
True,0.5,0.7,True,6,26,5,515
True,0.5,0.7,False,5,38,105,449
True,0.5,0.71,True,5,23,5,518
True,0.5,0.71,False,4,36,102,451
True,0.5,0.72,True,5,22,5,519
True,0.5,0.72,False,4,34,102,452
True,0.5,0.73,True,5,22,5,519
True,0.5,0.73,False,4,32,102,453
True,0.5,0.74,True,5,22,5,519
True,0.5,0.74,False,4,30,101,453
True,0.5,0.75,True,5,22,5,519
True,0.5,0.75,False,3,29,99,453
True,0.5,0.76,True,5,21,5,520
True,0.5,0.76,False,3,28,99,454
True,0.5,0.77,True,4,20,4,522
True,0.5,0.77,False,3,26,97,454
True,0.5,0.78,True,4,16,3,527
True,0.5,0.78,False,3,22,93,457
True,0.5,0.79,True,4,15,3,528
True,0.5,0.79,False,3,21,92,458
True,0.5,0.8,True,3,14,3,530
True,0.5,0.8,False,2,20,92,459
True,0.5,0.81,True,3,12,3,532
True,0.5,0.81,False,2,17,89,463
True,0.5,0.82,True,3,10,2,534
True,0.5,0.82,False,2,16,85,467
True,0.5,0.83,True,3,9,2,535
True,0.5,0.83,False,2,14,81,469
True,0.5,0.84,True,3,8,2,536
True,0.5,0.84,False,2,13,79,471
True,0.5,0.85,True,3,7,1,537
True,0.5,0.85,False,2,10,73,476
True,0.5,0.86,True,2,7,1,538
True,0.5,0.86,False,2,10,71,478
True,0.5,0.87,True,2,6,1,539
True,0.5,0.87,False,2,8,67,481
True,0.5,0.88,True,2,6,1,539
True,0.5,0.88,False,2,7,62,487
True,0.5,0.89,True,2,6,1,539
True,0.5,0.89,False,2,7,59,488
True,0.5,0.9,True,1,6,1,540
True,0.5,0.9,False,1,7,52,495
True,0.5,0.91,True,1,4,1,542
True,0.5,0.91,False,1,4,41,503
True,0.5,0.92,True,1,2,1,544
True,0.5,0.92,False,1,2,36,509
True,0.5,0.93,True,0,1,1,546
True,0.5,0.93,False,0,1,33,514
True,0.5,0.94,True,0,1,0,546
True,0.5,0.94,False,0,1,27,519
True,0.5,0.95,True,0,0,0,547
True,0.5,0.95,False,0,0,22,525
True,0.5,0.96,True,0,0,0,547
True,0.5,0.96,False,0,0,13,534
True,0.5,0.97,True,0,0,0,547
True,0.5,0.97,False,0,0,6,541
True,0.5,0.98,True,0,0,0,547
True,0.5,0.98,False,0,0,1,546
True,0.5,0.99,True,0,0,0,547
True,0.5,0.99,False,0,0,0,547
True,0.5,1.0,True,0,0,0,547
True,0.5,1.0,False,0,0,0,547
True,0.6,0.0,True,59,581,25712,41
True,0.6,0.0,False,61,622,40886,38
True,0.6,0.01,True,54,466,22276,113
True,0.6,0.01,False,56,510,35368,107
True,0.6,0.02,True,47,373,17053,181
True,0.6,0.02,False,49,414,28585,176
True,0.6,0.03,True,38,318,12722,235
True,0.6,0.03,False,40,359,22944,229
True,0.6,0.04,True,34,281,9518,269
True,0.6,0.04,False,36,318,18597,265
True,0.6,0.05,True,32,251,7211,296
True,0.6,0.05,False,34,286,15341,291
True,0.6,0.06,True,30,231,5557,311
True,0.6,0.06,False,31,267,12824,304
True,0.6,0.07,True,28,220,4338,322
True,0.6,0.07,False,29,255,10921,314
True,0.6,0.08,True,27,207,3468,330
True,0.6,0.08,False,28,242,9489,322
True,0.6,0.09,True,26,196,2784,340
True,0.6,0.09,False,27,230,8303,332
True,0.6,0.1,True,25,186,2226,352
True,0.6,0.1,False,26,219,7306,341
True,0.6,0.11,True,24,169,1783,369
True,0.6,0.11,False,25,203,6515,355
True,0.6,0.12,True,23,165,1483,374
True,0.6,0.12,False,24,198,5864,359
True,0.6,0.13,True,21,153,1256,387
True,0.6,0.13,False,22,185,5329,372
True,0.6,0.14,True,19,146,1053,396
True,0.6,0.14,False,20,178,4854,380
True,0.6,0.15,True,17,140,897,404
True,0.6,0.15,False,18,172,4433,383
True,0.6,0.16,True,17,132,782,409
True,0.6,0.16,False,18,164,4092,387
True,0.6,0.17,True,16,128,666,413
True,0.6,0.17,False,17,160,3752,389
True,0.6,0.18,True,16,125,573,416
True,0.6,0.18,False,17,156,3467,392
True,0.6,0.19,True,16,122,489,417
True,0.6,0.19,False,17,153,3207,392
True,0.6,0.2,True,15,121,428,419
True,0.6,0.2,False,16,151,2978,393
True,0.6,0.21,True,15,119,382,423
True,0.6,0.21,False,16,149,2773,395
True,0.6,0.22,True,15,111,338,428
True,0.6,0.22,False,16,141,2555,400
True,0.6,0.23,True,15,101,303,437
True,0.6,0.23,False,16,130,2374,408
True,0.6,0.24,True,15,95,282,440
True,0.6,0.24,False,16,127,2230,410
True,0.6,0.25,True,15,94,249,444
True,0.6,0.25,False,16,126,2070,410
True,0.6,0.26,True,14,92,226,447
True,0.6,0.26,False,15,123,1940,411
True,0.6,0.27,True,14,92,206,447
True,0.6,0.27,False,15,122,1812,412
True,0.6,0.28,True,14,91,187,449
True,0.6,0.28,False,15,119,1708,413
True,0.6,0.29,True,14,90,176,450
True,0.6,0.29,False,15,116,1607,413
True,0.6,0.3,True,14,88,166,452
True,0.6,0.3,False,15,113,1514,414
True,0.6,0.31,True,14,85,150,454
True,0.6,0.31,False,15,110,1414,415
True,0.6,0.32,True,13,83,137,457
True,0.6,0.32,False,14,107,1319,418
True,0.6,0.33,True,13,80,123,462
True,0.6,0.33,False,14,104,1222,420
True,0.6,0.34,True,13,80,114,462
True,0.6,0.34,False,14,104,1134,420
True,0.6,0.35,True,12,79,106,465
True,0.6,0.35,False,13,100,1047,422
True,0.6,0.36,True,12,77,102,467
True,0.6,0.36,False,11,98,972,424
True,0.6,0.37,True,12,76,93,467
True,0.6,0.37,False,11,97,890,424
True,0.6,0.38,True,11,73,86,470
True,0.6,0.38,False,10,93,830,425
True,0.6,0.39,True,11,71,80,470
True,0.6,0.39,False,10,90,772,425
True,0.6,0.4,True,11,70,70,471
True,0.6,0.4,False,10,89,712,425
True,0.6,0.41,True,9,69,62,474
True,0.6,0.41,False,8,88,664,426
True,0.6,0.42,True,9,66,59,477
True,0.6,0.42,False,8,85,608,428
True,0.6,0.43,True,9,65,57,478
True,0.6,0.43,False,8,83,571,428
True,0.6,0.44,True,9,60,50,481
True,0.6,0.44,False,8,79,520,431
True,0.6,0.45,True,8,57,46,485
True,0.6,0.45,False,7,75,475,433
True,0.6,0.46,True,8,56,43,485
True,0.6,0.46,False,7,74,441,433
True,0.6,0.47,True,8,53,41,488
True,0.6,0.47,False,7,70,406,434
True,0.6,0.48,True,8,51,38,488
True,0.6,0.48,False,7,69,374,434
True,0.6,0.49,True,8,50,37,488
True,0.6,0.49,False,7,68,346,434
True,0.6,0.5,True,7,50,36,489
True,0.6,0.5,False,7,67,325,434
True,0.6,0.51,True,7,48,31,492
True,0.6,0.51,False,7,65,301,435
True,0.6,0.52,True,7,46,28,493
True,0.6,0.52,False,7,62,273,436
True,0.6,0.53,True,7,43,27,496
True,0.6,0.53,False,7,59,257,438
True,0.6,0.54,True,7,43,26,496
True,0.6,0.54,False,7,59,235,439
True,0.6,0.55,True,7,43,25,496
True,0.6,0.55,False,6,59,227,439
True,0.6,0.56,True,7,40,24,499
True,0.6,0.56,False,6,56,217,441
True,0.6,0.57,True,7,39,21,500
True,0.6,0.57,False,6,54,204,441
True,0.6,0.58,True,7,37,21,501
True,0.6,0.58,False,6,52,194,441
True,0.6,0.59,True,7,37,19,501
True,0.6,0.59,False,6,50,184,441
True,0.6,0.6,True,7,36,18,502
True,0.6,0.6,False,6,49,173,442
True,0.6,0.61,True,7,35,17,504
True,0.6,0.61,False,6,48,162,442
True,0.6,0.62,True,7,34,16,505
True,0.6,0.62,False,6,47,152,442
True,0.6,0.63,True,7,32,15,507
True,0.6,0.63,False,6,46,149,442
True,0.6,0.64,True,7,31,14,509
True,0.6,0.64,False,6,45,142,442
True,0.6,0.65,True,7,31,13,509
True,0.6,0.65,False,6,45,135,443
True,0.6,0.66,True,7,30,10,510
True,0.6,0.66,False,6,43,125,444
True,0.6,0.67,True,7,30,8,512
True,0.6,0.67,False,6,43,118,445
True,0.6,0.68,True,7,29,7,513
True,0.6,0.68,False,6,41,113,447
True,0.6,0.69,True,7,26,6,515
True,0.6,0.69,False,6,39,110,448
True,0.6,0.7,True,7,26,5,515
True,0.6,0.7,False,6,39,107,449
True,0.6,0.71,True,6,23,5,518
True,0.6,0.71,False,5,36,104,451
True,0.6,0.72,True,6,22,5,519
True,0.6,0.72,False,5,34,103,452
True,0.6,0.73,True,6,22,5,519
True,0.6,0.73,False,5,32,103,453
True,0.6,0.74,True,6,22,5,519
True,0.6,0.74,False,5,30,102,453
True,0.6,0.75,True,6,22,5,519
True,0.6,0.75,False,4,29,100,453
True,0.6,0.76,True,6,21,5,520
True,0.6,0.76,False,4,28,100,454
True,0.6,0.77,True,5,20,4,522
True,0.6,0.77,False,4,26,98,454
True,0.6,0.78,True,5,16,3,527
True,0.6,0.78,False,4,22,94,457
True,0.6,0.79,True,5,15,3,528
True,0.6,0.79,False,4,21,93,458
True,0.6,0.8,True,4,14,3,530
